Work Title,Name Translations,Name Aliases,Authorities,Composer,Opus/Catalogue Number,I-Catalogue Number,Key,Movements/Sections,Year/Date of Composition,First Publication,Librettist,Language,Copyright Information,Dedication,Average Duration,Composer Time Period,Piece Style,url
Lied eines Schiffers an die Dioskuren,,,,"Schubert, Franz",D.360 ; (Op.65 No.1),IFS 451,A-flat major,"Langsam
Text Incipit
Dioskuren, Zwillingssterne",1816,1826,"Johann Mayrhofer
(1787-1836)",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Lied_eines_Schiffers_an_die_Dioskuren,_D.360_(Schubert,_Franz)"
Lied im Freien,,,,"Schubert, Franz",D.Anh.I/19 (formerly D.133),IFS 924,G major,1 partsong (Leicht),1815-16?,1974,"Johann Gaudenz von Salis-Seewis
(1762-1834)",German,,,1-2 minutes,Romantic,Romantic,"https://imslp.org/wiki/Lied_im_Freien,_D.Anh.I/19_(Schubert,_Franz)"
Das Lied im Grünen,,,,"Schubert, Franz",D.917 (Op. posth.115 No.1),IFS 453,A major,Mässig,1827,1829,"Johann Anton Friedrich Reil
(1773-1843)",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Das_Lied_im_Gr%C3%BCnen,_D.917_(Schubert,_Franz)"
Lied in der Abwesenheit,,,,"Schubert, Franz",D.416,IFS 981,B minor,"Langsam — Ziemlich geschwind
Text Incipit
Ach, mir ist das Herz so schwer","1816 (April)
First Perf
ormance
.
1925-12-14",1925,"Friedrich Leopold zu Stolberg-Stolberg
(1750-1819)",German,,,2 minutes,Romantic,Romantic,"https://imslp.org/wiki/Lied_in_der_Abwesenheit,_D.416_(Schubert,_Franz)"
Das Lied vom Reifen,,,,"Schubert, Franz",D.532,IFS 454,A-flat major,1 song,1817 (February),1895,"Matthias Claudius
(1740-1815)",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Das_Lied_vom_Reifen,_D.532_(Schubert,_Franz)"
Es ist so angenehm,,,,"Schubert, Franz",D.284,IFS 455,G major,Zart,1815,1895,"Friedrich Schiller
(1759-1805)",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Lied,_D.284_(Schubert,_Franz)"
Mutter geht durch ihre Kammern,,,,"Schubert, Franz",D.373,IFS 456,G minor,1 song,1816 (15 January),1895,"Friedrich de la Motte Fouqué
(1777–1843)",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Lied,_D.373_(Schubert,_Franz)"
Ferne von der Grossen Stadt,,,,"Schubert, Franz",D.483,IFS 457,E major,1 song,1816 (September),1895,"Karoline Pichler
(1769-1843)",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Lied,_D.483_(Schubert,_Franz)"
Lied,,,,"Schubert, Franz",D.535,IFS 458,G minor,"Andante
Text Incipit
Brüder, schrecklich brennt die Träne",1817 (February),1895,Poet unknown,German,,,,Romantic,Romantic,"https://imslp.org/wiki/Lied,_D.535_(Schubert,_Franz)"
Liedesend,,,,"Schubert, Franz",D.473,IFS 459,C minor (both versions),Majestätisch,1816,1833,"Johann Mayrhofer
(1787-1836)",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Liedesend,_D.473_(Schubert,_Franz)"
Der Liedler,,,,"Schubert, Franz",D.209 (Op.38),IFS 460,A minor,Mässig gerschwind,1815 (July),1825,"Joseph Kenner
(1794-1868)",German,,Dem Dichter,,Romantic,Romantic,"https://imslp.org/wiki/Der_Liedler,_D.209_(Schubert,_Franz)"
Lilla an die Morgenröte,,,,"Schubert, Franz",D.273,IFS 461,D major,"Etwas geschwind, mit ausdruck",1815,1895,Poet unknown,German,,,,Romantic,Romantic,"https://imslp.org/wiki/Lilla_an_die_Morgenr%C3%B6te,_D.273_(Schubert,_Franz)"
Linde Weste wehen,,,,"Schubert, Franz",D.725,IFS 978,B minor,"Langsam, zart
Text Incipit
Linde Weste wehen",1821 April,1929,Anonymous,German,,,1 minute,Romantic,Romantic,"https://imslp.org/wiki/Linde_Weste_wehen,_D.725_(Schubert,_Franz)"
Lob der Tränen,,,,"Schubert, Franz",D.711 (2nd version published as Op.13 No.2),IFS 462,D major (both versions),"1 song (2 versions):
Andante (1st version)
Ziemlich langsam (2nd version)
Text Incipit
Laue Lüfte, Blumendüfte",1818? (1st version),"1970 (1st version)
1822 (2nd version)","August Wilhelm Schlegel
(1767-1845)",German,,Josef von Spaun,,Romantic,Romantic,"https://imslp.org/wiki/Lob_der_Tr%C3%A4nen,_D.711_(Schubert,_Franz)"
Lob des Tokayers,,,,"Schubert, Franz",D.248,IFS 463,B-flat major,"Nicht zu geschwind, doch lebhaft",1815,1829,"Gabriele von Baumberg
(1775-1839)",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Lob_des_Tokayers,_D.248_(Schubert,_Franz)"
Loda's Gespenst,,,,"Schubert, Franz",D.150,IFS 464,G minor,Düster,1816 (17 January),1830,"James Macpherson
(""Ossian"", 1736-1796), German translation by
Edmund von Harold
(1737-1808)",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Loda%27s_Gespenst,_D.150_(Schubert,_Franz)"
Lorma,,,,"Schubert, Franz",D.327,IFS 1006,A minor,"Langsam - Mässig langsam
Text Incipit
Lorma sass in der Halle von Aldo",1815-11-28,1965,"James Macpherson
(""Ossian"", 1736-1796)
Edmund von Harold
(1737-1808) German translation",German,,,3 minutes,Romantic,Romantic,"https://imslp.org/wiki/Lorma,_D.327_(Schubert,_Franz)"
Lorma,,,,"Schubert, Franz",D.376,IFS 465,A minor,"Traurig, langsam",1816 (10 February),1895,"James Macpherson
('Ossian'), (1736-1796)
Edmund von Harold
(1737-1808) German translation",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Lorma,_D.376_(Schubert,_Franz)"
Luisens Antwort,,,,"Schubert, Franz",D.319,IFS 466,A major,Klangend,1815 (19 October),1895,"Ludwig Gotthard Kosegarten
(1758-1818)",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Luisens_Antwort,_D.319_(Schubert,_Franz)"
Lützows wilde Jagd,,,,"Schubert, Franz",D.205,IFS 467,E-flat major,"Feurig, geschwind",26 May 1815,1892,"Theodor Körner
(1791-1813)",German,,,,Romantic,Romantic,"https://imslp.org/wiki/L%C3%BCtzows_wilde_Jagd,_D.205_(Schubert,_Franz)"
Die Macht der Liebe,,,,"Schubert, Franz",D.308,IFS 468,B-flat major,Mässig,1815 (15 October),1895,"Johann von Kalchberg
(1765-1827)",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Die_Macht_der_Liebe,_D.308_(Schubert,_Franz)"
Das Mädchen aus der Fremde,,,,"Schubert, Franz",D.117,IFS 469,A major,Mässig langsam,1814 16 (October),1895,"Friedrich Schiller
(1759-1805)",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Das_M%C3%A4dchen_aus_der_Fremde,_D.117_(Schubert,_Franz)"
Das Mädchen aus der Fremde,,,,"Schubert, Franz",D.252,IFS 470,F major,"Langsam, lieblich",1815 August 12,"1887 (CF Peters) (Deutsch, pp114-115)","Friedrich Schiller
(1759-1805)",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Das_M%C3%A4dchen_aus_der_Fremde,_D.252_(Schubert,_Franz)"
Das Mädchen von Inistore,,,,"Schubert, Franz",D.281,IFS 471,C minor,"Nich zu langsam, klagend",1815 (September),1830,"James Macpherson
(""Ossian"", 1736-1796)
Edmund von Harold
(1737-1808) German translation",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Das_M%C3%A4dchen_von_Inistore,_D.281_(Schubert,_Franz)"
Das Mädchen,,,,"Schubert, Franz",D.652,IFS 472,A major (both versions),"Langsam, zart (1st version)
Mit Innigkeit (2nd version)
Text Incipit
Wie so innig, möcht ich sagen",1819 February (1st version),"1842 ca. (1st version)
1996 (2nd version)","Friedrich Schlegel
(1772-1829)",German,,,2-3 minutes (both versions),Romantic,Romantic,"https://imslp.org/wiki/Das_M%C3%A4dchen,_D.652_(Schubert,_Franz)"
Des Mädchens Klage,,,,"Schubert, Franz",D.6,IFS 473,D minor,Allegro agitato,1811,1894,"Friedrich Schiller
(1759-1805)",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Des_M%C3%A4dchens_Klage,_D.6_(Schubert,_Franz)"
Des Mädchens Klage,,,,"Schubert, Franz",D.191; Op.58 No.3,IFS 474,C minor,"Langsam
Text Incipit
Der Eichwald braust, die Wolken ziehn",1815-05-15,1826,"Friedrich Schiller
(1759-1805)",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Des_M%C3%A4dchens_Klage,_D.191_(Schubert,_Franz)"
Des Mädchens Klage,,,,"Schubert, Franz",D.389,IFS 475,C minor,Langsam,1816 (March),1873,"Friedrich Schiller
(1759–1805)",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Des_M%C3%A4dchens_Klage,_D.389_(Schubert,_Franz)"
Magnificat in C major,,,,"Schubert, Franz",D.486,IFS 476,C major,"3 sections:
Magnificat animamea Dominum: Allegro maestoso
Deposuit potentes de sede, et exaltavit humiles: Andante
Gloria Patri, et Filio, et Spiritui Sancto: Allegro vivace",1816-09-25,1888,The Bible (based on Luke 1:46-55),Latin,,,8 minutes,Romantic,Romantic,"https://imslp.org/wiki/Magnificat,_D.486_(Schubert,_Franz)"
Mahomets Gesang,,,,"Schubert, Franz",D.721,IFS 478,C-sharp minor,1. Mässig geschwind,1821 (March),1895,"Johann Wolfgang von Goethe
(1749-1832)",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Mahomets_Gesang,_D.721_(Schubert,_Franz)"
Mailied,,,,"Schubert, Franz",D.129,IFS 479,C major,1 song,c.1815,1892,"Ludwig Christoph Heinrich Hölty
(1748-1796)",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Mailied,_D.129_(Schubert,_Franz)"
Mailied (Grüner wird die Au),,,,"Schubert, Franz",D.199,IFS 480,E-flat major,"Freudig
Text Incipit
Grüner wird die Au und der Himmel",1815-05-26,1892,"Ludwig Christoph Heinrich Hölty
(1748-1796)",German,,,2 minutes,Romantic,Romantic,"https://imslp.org/wiki/Mailied,_D.199_(Schubert,_Franz)"
Mailied (Der Schnee zerrinnt),,,,"Schubert, Franz",D.202,IFS 481,E-flat major,"Fröhlich — Langsamer
Text Incipit
Der Schnee zerrinnt, der Mai beginnt",1815-05-26,1885,"Ludwig Christoph Heinrich Hölty
(1748-1796)",German,,,7-8 minutes,Romantic,Romantic,"https://imslp.org/wiki/Mailied,_D.202_(Schubert,_Franz)"
Mailied,,,,"Schubert, Franz",D.503,IFS 1008,G major,"Etwas geschwind
Text Incipit
Grüner wird die Au und der Himmel",1816 November,1967,"Ludwig Christoph Heinrich Hölty
(1748-1776)",German,,,2 minutes,Romantic,Romantic,"https://imslp.org/wiki/Mailied,_D.503_(Schubert,_Franz)"
Die Mainacht,,,,"Schubert, Franz",D.194,IFS 482,D minor,Ziemlich gerschwind,1815 (17 May),1894,"Ludwig Christoph Heinrich Hölty
(1748-1776)",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Die_Mainacht,_D.194_(Schubert,_Franz)"
Majestätsche Sonnenrosse,,,,"Schubert, Franz",D.64,IFS 483,C major,"Allegro maestoso
Text Incipit
Majestätsche Sonnenrosse",1813-05-10,1897,"Friedrich Schiller
(1759-1805)",German,,,1 minute,Romantic,Romantic,"https://imslp.org/wiki/Majest%C3%A4tsche_Sonnenrosse,_D.64_(Schubert,_Franz)"
March in B minor,,,,"Schubert, Franz",D.757a (formerly D.deest),IFS 886,B minor,"Allegro assai —
Trio",1822,1988,,,,,3-4 minutes,Romantic,Romantic,"https://imslp.org/wiki/March_in_B_minor,_D.757a_(Schubert,_Franz)"
"March in E, D.606",,,,"Schubert, Franz",D.606,IFS 484,E major,Allegro con brio,1818 (?),1840,,,,,3-6 minutes,Romantic,Romantic,"https://imslp.org/wiki/March_in_E_major,_D.606_(Schubert,_Franz)"
2 Marches charactéristiques,,,,"Schubert, Franz",D.968b (formerly D.886) ; Op.121,IFS 485,C major,"2 marches
Allegro vivace
Allegro vivace",1826?,1830,,,,,,Romantic,Romantic,"https://imslp.org/wiki/2_Marches_caract%C3%A9ristiques,_D.968b_(Schubert,_Franz)"
Trois Marches héroïques,,,,"Schubert, Franz",D.602 ; Op.27,IFS 486,,"3 marches:
Allegro moderato (D major)
Maestoso (C major)
Moderato (D major)",1818 or 1824,1824,,,,,,Romantic,Romantic,"https://imslp.org/wiki/3_Marches_h%C3%A9ro%C3%AFques,_D.602_(Schubert,_Franz)"
3 Marches Militaires,"軍隊行進曲
;
Three Marches Militaires
;
Marches militaires
;
3 Militärmärsche
;
Tres Marxes militars
;
军队进行曲
;
שלושה מארשים צבאיים
;
Trois marches militaires","Drei Militärmärsche
;
D. 733","WorldCat
;
Wikipedia
;
VIAF
:
181038614
;
LCCN
:
n81073615
;
GND
:
300206399
;
BNF
:
147908318","Schubert, Franz",D.733 ; Op.51,IFS 487,,"3 marches:
Allegro vivace (D major, 64 + 42 bars)
Allegro molto moderato (G major, 21 + 12 bars)
Allegro moderato (E
♭
major, 45 + 25 bars)",1818?,"1826 – Vienna:
Anton Diabelli
, Plate 2236",,,,,,Romantic,Romantic,"https://imslp.org/wiki/3_Marches_militaires,_D.733_(Schubert,_Franz)"
"Marie, D.658",,,,"Schubert, Franz",D.658,IFS 488,D major,1 song,1819 (May),1895,"Friedrich von Hardenberg
('Novalis'), 1772-1801",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Marie,_D.658_(Schubert,_Franz)"
Das Marienbild,,,,"Schubert, Franz",D.623,IFS 489,C major,Mit heiliger Rührung,1818 (August),1831,"Aloys Wilhelm Schreiber
(1761-1841))",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Das_Marienbild,_D.623_(Schubert,_Franz)"
"Mass in F major, D.24e",,,,"Schubert, Franz",D.24e,IFS 1022,F major,"2 movements:
Gloria
Cum sancto spiritu (without tempo indication) (F major)
Credo
Credo in unum Deum (Allegro) (F major)",1812 (?) (Summer),1998,,Latin,,,6 minutes,Romantic,Romantic,"https://imslp.org/wiki/Mass_in_F_major,_D.24e_(Schubert,_Franz)"
Mass in F major,,,,"Schubert, Franz",D.105,IFS 490,F major,"6 movements:
1.
Kyrie
Kyrie eleison (Larghetto) (F major)
2.
Gloria
Gloria, in excelsis Deo (Allegro vivace) (C major)
Gratias agimus tibi (Andante con moto) (F major)
Domine Deus, Agnus Dei (Adagio) (F major)
Quoniam tu solus sanctus (Allegro) (C major)
Cum sancto spiritu (Allegro vivace) (C major)
3.
Credo
Credo in unum Deum (Andantino) (F major)
4.
Sanctus
Sanctus Dominus Deus (Adagio maestoso) (F major)
5.
Benedictus
Benedictus qui venit (Andante con moto) (B
♭
major)
6.
Agnus Dei
Agnus Dei, qui tollis peccata mundi (Adagio molto) (F minor)
Dona nobis pacem (Andante) (F major) (1st setting)
Appendix I:
from
6.
Agnus Dei
:
Dona nobis pacem (Allegro moderato) (F major) (2nd setting) [formerly D.185]
Appendix II:
from
2.
Gloria
:
Quoniam tu solus sanctus (Allegro moderato) (C major) (original version)","1814 May 17 - 1814 July 22
First Perf
ormance
.
1814 October 16 in Lichtental, Parish Church (Schubertkirche)
Therese Grob (soprano)
Ferdinand Schubert (organ)
Michael Holzer (choirmaster)
Joseph Mayseder (concertmaster)
Franz Schubert (conductor)","1856
Hofmeister's
Monatsbericht
(1857), p.189",,Latin,,,"43 minutes (6 mass movements, with 1st setting of the ""Dona nobis pacem"")
5 minutes (2nd setting of the ""Dona nobis pacem"")
1 minute (original version of the ""Quoniam tu solus sanctus"")",Romantic,Romantic,"https://imslp.org/wiki/Mass_in_F_major,_D.105_(Schubert,_Franz)"
Mass in G major,"Meso n-ro 2 G-maĵora
;
Messe Nr. 2 G-Dur
;
Messe n° 2 de Schubert
;
Mass No. 2
;
Misa n.º 2
;
Missa núm. 2 (Schubert)
;
Месса №2 соль мажор
;
ミサ曲第2番",Mass No. 2 in G Major D. 167,"WorldCat
;
Wikipedia
;
LCCN
:
n93120268","Schubert, Franz",D.167,IFS 491,G major,"6 movements:
1.
Kyrie
Kyrie eleison (Andante con moto) (G major)
2.
Gloria
Gloria, in excelsis Deo (Allegro maestoso) (D major)
3.
Credo
Credo in unum Deum (Allegro moderato) (G major)
4.
Sanctus
Sanctus Dominus Deus (Adagio moderato) (D major)
Osanna in excelsis (Allegro) (D major)
5.
Benedictus'
Benedictus qui venit (Andante grazioso) (G major)
Osanna in excelsis (Allegro) (D major)
6.
Agnus Dei
Agnus Dei, qui tollis peccata mundi (Lento) (G major)","1815 (March 2-7)
First Perf
ormance
.
1815",1846,,Latin,,,22 minutes,Romantic,Romantic,"https://imslp.org/wiki/Mass_in_G_major,_D.167_(Schubert,_Franz)"
Mass in B-flat major,,,,"Schubert, Franz",D.324 (published as Op.posth.141),IFS 492,B-flat major,"6 movements:
1.
Kyrie
Kyrie eleison (Adagio con moto) (B
♭
major)
2.
Gloria
Gloria, in excelsis Deo (Allegro vivace) (B
♭
major)
Domine Deus, Agnus Dei (Adagio) (D minor)
Quoniam tu solus sanctus (Allegro vivace) (B
♭
major)
3.
Credo
Credo in unum Deum (Allegro vivace) (B
♭
major)
Et incarnatus est (Adagio) (F minor)
Et resurrexit (Allegro vivace) (B
♭
major)
4.
Sanctus
Sanctus Dominus Deus (Adagio maestoso) (B
♭
major)
5.
Benedictus
Benedictus qui venit (Andante con moto) (F major)
6.
Agnus Dei
Agnus Dei, qui tollis peccata mundi (Andante molto) (G minor)
Dona nobis pacem (Allegro moderato) (B
♭
major)",1815 November,"1837
Hofmeister's
Monatsbericht
(1838), p.26",,Latin,,,31 minutes,Romantic,Romantic,"https://imslp.org/wiki/Mass_in_B-flat_major,_D.324_(Schubert,_Franz)"
Mass in C major,,,,"Schubert, Franz","D.452 (published as Op.48) (2nd setting of the ""Benedictus"" was formerly D.961)",IFS 493,C major,"6 movements:
1.
Kyrie
Kyrie eleison (Andante con moto) (C major)
2.
Gloria
Gloria, in excelsis Deo (Allegro vivace) (C major)
3.
Credo
Credo in unum Deum (Allegro) (C major)
Et incarnatus est (Adagio molto) (D minor)
Et resurrexit (Allegro) (C major)
4.
Sanctus
Sanctus Dominus Deus (Adagio) (C major)
Osanna in excelsis (Allegro vivace) (C major)
5.
Benedictus
Benedictus qui venit (Andante) (F major) (1st setting)
Osanna in excelsis (Allegro vivace) (C major)
6.
Agnus Dei
Agnus Dei, qui tollis peccata mundi (Adagio) (C major)
Dona nobis pacem (Allegro vivace) (C major)
Appendix:
5.
Benedictus
(Moderato) (A minor/A major) (2nd setting) [formerly D.961]","1816 June - 1816 July
1828 (2nd setting of the ""Benedictus"")
First Perf
ormance
.
1816 in Lichtental, Parish Church (Schubertkirche)","1825 - Vienna:
Diabelli",,Latin,,Michael Holzer,"22 minutes (6 mass movements, with 1st setting of the ""Benedictus"")
4 minutes (2nd setting of the ""Benedictus"")",Romantic,Romantic,"https://imslp.org/wiki/Mass_in_C_major,_D.452_(Schubert,_Franz)"
Mass in A-flat major,"Meso n-ro 5 en A♭-maĵoro
;
Messe Nr. 5 As-Dur
;
Messe n° 5 de Schubert
;
Misa n.º 5
;
Mass No. 5
;
Missa núm. 5 (Schubert)
;
ミサ曲第5番
;
Messa n. 5 in La bemolle maggiore","Messe n°5
;
Mass No. 5 in A-flat Major, D. 678
;
Messa n. 5 D 678","WorldCat
;
Wikipedia
;
VIAF
:
293655640
;
LCCN
:
nr96002372
;
BNF
:
13911102j","Schubert, Franz",D.678,IFS 494,A-flat major (both versions),"6 movements (both versions)
1.
Kyrie
(151/155 bars)
Kyrie eleison. Andante con moto (A
♭
major)
2.
Gloria
(505/531 bars)
Gloria, in excelsis Deo (Allegro maestoso e vivace) (E major)
Gratias agimus tibi (Andantino) (A major)
Domine Deus, Rex coelestis (Andantino) (C major)
Gratias agimus tibi (Andantino) (A major)
Domine Deus, Agnus Dei (Allegro moderato) (E major)
3.
Credo
(437/433 bars)
Credo in unum Deum (Allegro maestoso e vivace) (C major)
Et incarnatus est (Grave) (A
♭
major)
Et resurrexit (Tempo I) (C major)
4.
Sanctus
(58 bars)
Sanctus Dominus Deus (Andante) (F major)
Osanna in excelsis (Allegro) (F major)
5.
Benedictus
(111 bars)
Benedictus qui venit (Andante con moto) (A
♭
major)
Osanna in excelsis (Allegro) (F major)
6.
Agnus Dei
(157/159 bars)
Agnus Dei, qui tollis peccata mundi (Adagio) (A
♭
major)
Dona nobis pacem (Allegretto) (A
♭
major)","1819 November - 1822 September (both versions)
First Perf
ormance
.
1822-12 ?","1875 (1st version), 1887 (2nd version)",,Latin,,,49 minutes,Romantic,Romantic,"https://imslp.org/wiki/Mass_in_A-flat_major,_D.678_(Schubert,_Franz)"
Mass in A minor,,,,"Schubert, Franz",D 755,IFS 407,A minor,"1 mass movement:
1.
Kyrie
Kyrie eleison (Andante) (A minor - sketch)",1822 May,1998,,Latin,,,3 minutes,Romantic,Romantic,"https://imslp.org/wiki/Mass_in_A_minor,_D.755_(Schubert,_Franz)"
Mass in E-flat major,,,,"Schubert, Franz",D.950,IFS 495,E-flat major,"6 movements:
1.
Kyrie
Kyrie eleison (Andante con moto, quasi Allegretto) (E
♭
major)
2.
Gloria
Gloria, in excelsis Deo (Allegro moderato e maestoso) (B
♭
major)
Domine Deus, Agnus Dei (Andante con moto) (B
♭
major)
Quoniam to solus sanctus (Allegro moderato e maestoso) (B
♭
major)
Cum sancto Spiritu (Moderato) (B
♭
major)
3.
Credo
Credo in unum Deum (Moderato) (E
♭
major)
Et incarnatus est (Andante) (A
♭
major)
Et resurrexit (Moderato) (E
♭
major)
4.
Sanctus
Sanctus Dominus Deus (Adagio) (E
♭
major)
Osanna in excelsis (Allegro, ma non troppo) (E
♭
major)
5.
Benedictus
Benedictus qui venit (Andante) (A
♭
major)
Osanna in excelsis (Allegro, ma non troppo) (E
♭
major)
6.
Agnus Dei
Agnus Dei, qui tollis peccata mundi (Andante con moto) (C minor)
Dona nobis pacem (Andante) (E
♭
major)
Agnus Dei, qui tollis peccata mundi (Allegro molto moderato) (E
♭
major)
Dona nobis pacem (Andantino) (E
♭
major)","1828 June
First Perf
ormance
.
1829 October 4 in Vienna, Dreifaltigkeits-Kirche im Alsergrund
Ferdinand Schubert (conductor)",1865,,Latin,,,57 minutes,Romantic,Romantic,"https://imslp.org/wiki/Mass_in_E-flat_major,_D.950_(Schubert,_Franz)"
Meeres Stille,,,,"Schubert, Franz",D.215a (formerly D.216),IFS 940,C major,"Sehr langsam, ängstlich
Text Incipit
Tiefe Stille herrscht im Wasser",1815 June 20,1952,"Johann Wolfgang von Goethe
(1749-1832)",German,,,3 minutes,Romantic,Romantic,"https://imslp.org/wiki/Meeres_Stille,_D.215a_(Schubert,_Franz)"
Meeres Stille,,,,"Schubert, Franz",D.216 ; Op.3 No.2,IFS 496,C major,"Sehr langsam, ängstlich
Text Incipit
Tiefe Stille herrscht im Wasser",1815-06-21,1821,"Johann Wolfgang von Goethe
(1749-1832)",German,,Ignaz Edlen von Mosel,,Romantic,Romantic,"https://imslp.org/wiki/Meeres_Stille,_D.216_(Schubert,_Franz)"
Mein Gruss an den Mai,,,,"Schubert, Franz",D.305,IFS 497,B-flat major,Fröhlich,1815 (15 October),1895,"Johann Gottfried Kumpf
('Ermin') (1781-1862)",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Mein_Gruss_an_den_Mai,_D.305_(Schubert,_Franz)"
Memnon,,,,"Schubert, Franz",D.541 ; Op.6 No.1,IFS 498,D-flat major,"Sehr langsam, schwärmerischer",1817 (March),1821,"Johann Mayrhofer
(1787-1836)",German,,Dem Sänger Michael Vogl,,Romantic,Romantic,"https://imslp.org/wiki/Memnon,_D.541_(Schubert,_Franz)"
Mignon,,,,"Schubert, Franz",D.321,IFS 499,A major,"Mässig
Text Incipit
Kennst du das Land?",1815 (23 October),1832,"Johann Wolfgang von Goethe
(1749-1832)",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Mignon,_D.321_(Schubert,_Franz)"
Mignon,,,,"Schubert, Franz",D.469,IFS 500,E-flat major/G major(?),"Langsam (2 fragments)
Text Incipit
So lasst mich scheinen, bis ich werde",1816 September,1895,"Johann Wolfgang von Goethe
(1749-1832)",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Mignon,_D.469_(Schubert,_Franz)"
Mignon,,,,"Schubert, Franz",D.726,IFS 501,B minor,Langsam,1821 (April),1870,"Johann Wolfgang von Goethe
(1749-1832)",German,,,,Romantic,Romantic,"https://imslp.org/wiki/Mignon,_D.726_(Schubert,_Franz)"
